cfid,spotdate,nvol
AUD_3M_5Y_P25,2017-01-17,78.23
AUD_3M_5Y_P25,2017-01-18,68.07
AUD_3M_5Y_P25,2017-01-19,79.89
AUD_3M_5Y_P25,2017-01-20,79.25
AUD_3M_5Y_P50,2017-01-03,81.74
AUD_3M_5Y_P50,2017-01-04,61.52
AUD_3M_5Y_P50,2017-01-05,86.65
AUD_3M_5Y_P50,2017-01-06,85.72
AUD_3M_5Y_P50,2017-01-09,85.7
AUD_3M_5Y_P50,2017-01-10,83.86
AUD_3M_5Y_P50,2017-01-11,59.81
AUD_3M_5Y_P50,2017-01-12,85.18
AUD_3M_5Y_P50,2017-01-13,85.37
AUD_3M_5Y_P50,2017-01-16,83.46
AUD_3M_5Y_P50,2017-01-17,80.71
AUD_3M_5Y_P50,2017-01-18,54.93
AUD_3M_5Y_P50,2017-01-19,83.7
AUD_3M_5Y_P50,2017-01-20,82.97
AUD_3M_7Y_AM,2017-01-03,87.03
AUD_3M_7Y_AM,2017-01-04,88.89
AUD_3M_7Y_AM,2017-01-05,89.16
AUD_3M_7Y_AM,2017-01-06,87.49
AUD_3M_7Y_AM,2017-01-09,87.13
AUD_3M_7Y_AM,2017-01-10,87.3
AUD_3M_7Y_AM,2017-01-11,87.1
AUD_3M_7Y_AM,2017-01-12,86.51
AUD_3M_7Y_AM,2017-01-13,86.56
AUD_3M_7Y_AM,2017-01-16,83.6
AUD_3M_7Y_AM,2017-01-17,83.18
AUD_3M_7Y_AM,2017-01-18,83.58
AUD_3M_7Y_AM,2017-01-19,85.25
AUD_3M_7Y_AM,2017-01-20,85.42
AUD_3M_7Y_N100,2017-01-03,116.9
AUD_3M_7Y_N100,2017-01-04,119.55
AUD_3M_7Y_N100,2017-01-05,122.39
AUD_3M_7Y_N100,2017-01-06,117.58
AUD_3M_7Y_N100,2017-01-09,119.78
AUD_3M_7Y_N100,2017-01-10,114.27
AUD_3M_7Y_N100,2017-01-11,118.09
AUD_3M_7Y_N100,2017-01-12,115.61
AUD_3M_7Y_N100,2017-01-13,115.73
AUD_3M_7Y_N100,2017-01-16,115.23
AUD_3M_7Y_N100,2017-01-17,109.64
AUD_3M_7Y_N100,2017-01-18,115.35
AUD_3M_7Y_N100,2017-01-19,120.43
AUD_3M_7Y_N100,2017-01-20,120.47
AUD_3M_7Y_N150,2017-01-03,132.04
AUD_3M_7Y_N150,2017-01-04,130.57
AUD_3M_7Y_N150,2017-01-05,139.4
AUD_3M_7Y_N150,2017-01-06,133.31
AUD_3M_7Y_N150,2017-01-09,136.55
AUD_3M_7Y_N150,2017-01-10,128.37
AUD_3M_7Y_N150,2017-01-11,129.16
AUD_3M_7Y_N150,2017-01-12,130.89
AUD_3M_7Y_N150,2017-01-13,131.1
AUD_3M_7Y_N150,2017-01-16,131.53
AUD_3M_7Y_N150,2017-01-17,123.32
AUD_3M_7Y_N150,2017-01-18,126.68
AUD_3M_7Y_N150,2017-01-19,138.19
AUD_3M_7Y_N150,2017-01-20,138.47
AUD_3M_7Y_N25,2017-01-03,92.9
AUD_3M_7Y_N25,2017-01-04,97.75
AUD_3M_7Y_N25,2017-01-05,95.38
AUD_3M_7Y_N25,2017-01-06,92.9
AUD_3M_7Y_N25,2017-01-09,93.16
AUD_3M_7Y_N25,2017-01-10,92.28
AUD_3M_7Y_N25,2017-01-11,96.08
AUD_3M_7Y_N25,2017-01-12,91.67
AUD_3M_7Y_N25,2017-01-13,91.71
AUD_3M_7Y_N25,2017-01-16,89.35
AUD_3M_7Y_N25,2017-01-17,88.1
AUD_3M_7Y_N25,2017-01-18,92.81
AUD_3M_7Y_N25,2017-01-19,91.95
AUD_3M_7Y_N25,2017-01-20,91.92
AUD_3M_7Y_N50,2017-01-03,100.53
AUD_3M_7Y_N50,2017-01-04,105.74
AUD_3M_7Y_N50,2017-01-05,103.91
AUD_3M_7Y_N50,2017-01-06,100.59
AUD_3M_7Y_N50,2017-01-09,101.55
AUD_3M_7Y_N50,2017-01-10,99.13
AUD_3M_7Y_N50,2017-01-11,104.16
AUD_3M_7Y_N50,2017-01-12,99.11
AUD_3M_7Y_N50,2017-01-13,99.16
AUD_3M_7Y_N50,2017-01-16,97.49
AUD_3M_7Y_N50,2017-01-17,94.84
AUD_3M_7Y_N50,2017-01-18,101.09
AUD_3M_7Y_N50,2017-01-19,101.04
AUD_3M_7Y_N50,2017-01-20,100.97
AUD_3M_7Y_P100,2017-01-03,99.29
AUD_3M_7Y_P100,2017-01-04,25.87
AUD_3M_7Y_P100,2017-01-05,107.42
AUD_3M_7Y_P100,2017-01-06,105.47
AUD_3M_7Y_P100,2017-01-09,106.02
AUD_3M_7Y_P100,2017-01-10,100.97
AUD_3M_7Y_P100,2017-01-11,21.58
AUD_3M_7Y_P100,2017-01-12,104.44
AUD_3M_7Y_P100,2017-01-13,104.75
AUD_3M_7Y_P100,2017-01-16,103.02
AUD_3M_7Y_P100,2017-01-17,96.67
AUD_3M_7Y_P100,2017-01-18,100.74
AUD_3M_7Y_P100,2017-01-19,104.81
AUD_3M_7Y_P100,2017-01-20,106.22
AUD_3M_7Y_P150,2017-01-03,116.2
AUD_3M_7Y_P150,2017-01-04,22.69
AUD_3M_7Y_P150,2017-01-05,127.37
AUD_3M_7Y_P150,2017-01-06,124.52
AUD_3M_7Y_P150,2017-01-09,125.92
AUD_3M_7Y_P150,2017-01-10,117.74
AUD_3M_7Y_P150,2017-01-11,18.08
AUD_3M_7Y_P150,2017-01-12,123.21
AUD_3M_7Y_P150,2017-01-13,123.62
AUD_3M_7Y_P150,2017-01-16,122.63
AUD_3M_7Y_P150,2017-01-17,113.04
AUD_3M_7Y_P150,2017-01-18,20.1
AUD_3M_7Y_P150,2017-01-19,125.31
AUD_3M_7Y_P150,2017-01-20,127.07
AUD_3M_7Y_P25,2017-01-03,84.64
AUD_3M_7Y_P25,2017-01-04,78.95
AUD_3M_7Y_P25,2017-01-05,87.52
AUD_3M_7Y_P25,2017-01-06,86.33
AUD_3M_7Y_P25,2017-01-09,85.73
AUD_3M_7Y_P25,2017-01-10,85.72
AUD_3M_7Y_P25,2017-01-11,77.0
AUD_3M_7Y_P25,2017-01-12,85.51
AUD_3M_7Y_P25,2017-01-13,85.62
AUD_3M_7Y_P25,2017-01-16,82.51
AUD_3M_7Y_P25,2017-01-17,81.63
AUD_3M_7Y_P25,2017-01-18,73.14
AUD_3M_7Y_P25,2017-01-19,83.57
AUD_3M_7Y_P25,2017-01-20,84.11
AUD_3M_7Y_P50,2017-01-03,86.62
AUD_3M_7Y_P50,2017-01-04,67.46
AUD_3M_7Y_P50,2017-01-05,91.17
AUD_3M_7Y_P50,2017-01-06,89.96
AUD_3M_7Y_P50,2017-01-09,89.6
AUD_3M_7Y_P50,2017-01-10,88.17
AUD_3M_7Y_P50,2017-01-11,65.28
AUD_3M_7Y_P50,2017-01-12,89.15
AUD_3M_7Y_P50,2017-01-13,89.33
AUD_3M_7Y_P50,2017-01-16,86.6
AUD_3M_7Y_P50,2017-01-17,84.07
AUD_3M_7Y_P50,2017-01-18,60.88
AUD_3M_7Y_P50,2017-01-19,87.64
AUD_3M_7Y_P50,2017-01-20,88.55
AUD_3Y_10Y_AM,2017-01-03,83.47
AUD_3Y_10Y_AM,2017-01-04,83.61
AUD_3Y_10Y_AM,2017-01-05,83.8
AUD_3Y_10Y_AM,2017-01-06,83.0
AUD_3Y_10Y_AM,2017-01-09,83.49
AUD_3Y_10Y_AM,2017-01-10,83.71
AUD_3Y_10Y_AM,2017-01-11,83.3
AUD_3Y_10Y_AM,2017-01-12,83.82
AUD_3Y_10Y_AM,2017-01-13,83.6
AUD_3Y_10Y_AM,2017-01-16,83.31
AUD_3Y_10Y_AM,2017-01-17,83.47
AUD_3Y_10Y_AM,2017-01-18,83.32
AUD_3Y_10Y_AM,2017-01-19,84.42
AUD_3Y_10Y_AM,2017-01-20,83.97
AUD_3Y_10Y_N100,2017-01-03,102.88
AUD_3Y_10Y_N100,2017-01-04,100.9
AUD_3Y_10Y_N100,2017-01-05,96.75
AUD_3Y_10Y_N100,2017-01-06,98.24
AUD_3Y_10Y_N100,2017-01-09,98.13
AUD_3Y_10Y_N100,2017-01-10,103.73
AUD_3Y_10Y_N100,2017-01-11,101.26
AUD_3Y_10Y_N100,2017-01-12,97.79
AUD_3Y_10Y_N100,2017-01-13,95.95
AUD_3Y_10Y_N100,2017-01-16,99.09
AUD_3Y_10Y_N100,2017-01-17,102.97
AUD_3Y_10Y_N100,2017-01-18,99.7
AUD_3Y_10Y_N100,2017-01-19,96.31
AUD_3Y_10Y_N100,2017-01-20,95.51
AUD_3Y_10Y_N150,2017-01-03,112.97
AUD_3Y_10Y_N150,2017-01-04,109.38
AUD_3Y_10Y_N150,2017-01-05,103.76
AUD_3Y_10Y_N150,2017-01-06,105.92
AUD_3Y_10Y_N150,2017-01-09,105.57
AUD_3Y_10Y_N150,2017-01-10,113.35
AUD_3Y_10Y_N150,2017-01-11,109.95
AUD_3Y_10Y_N150,2017-01-12,104.93
AUD_3Y_10Y_N150,2017-01-13,102.82
AUD_3Y_10Y_N150,2017-01-16,107.13
AUD_3Y_10Y_N150,2017-01-17,111.76
AUD_3Y_10Y_N150,2017-01-18,107.82
AUD_3Y_10Y_N150,2017-01-19,103.34
AUD_3Y_10Y_N150,2017-01-20,102.59
AUD_3Y_10Y_N25,2017-01-03,87.33
AUD_3Y_10Y_N25,2017-01-04,87.36
AUD_3Y_10Y_N25,2017-01-05,86.32
AUD_3Y_10Y_N25,2017-01-06,86.15
AUD_3Y_10Y_N25,2017-01-09,86.53
AUD_3Y_10Y_N25,2017-01-10,88.03
AUD_3Y_10Y_N25,2017-01-11,87.2
AUD_3Y_10Y_N25,2017-01-12,86.67
AUD_3Y_10Y_N25,2017-01-13,85.87
AUD_3Y_10Y_N25,2017-01-16,86.53
AUD_3Y_10Y_N25,2017-01-17,87.99
AUD_3Y_10Y_N25,2017-01-18,86.79
AUD_3Y_10Y_N25,2017-01-19,86.47
AUD_3Y_10Y_N25,2017-01-20,85.86
AUD_3Y_10Y_N50,2017-01-03,92.2
AUD_3Y_10Y_N50,2017-01-04,91.72
AUD_3Y_10Y_N50,2017-01-05,89.52
AUD_3Y_10Y_N50,2017-01-06,89.98
AUD_3Y_10Y_N50,2017-01-09,90.19
AUD_3Y_10Y_N50,2017-01-10,93.12
AUD_3Y_10Y_N50,2017-01-11,91.75
AUD_3Y_10Y_N50,2017-01-12,90.16
AUD_3Y_10Y_N50,2017-01-13,88.9
AUD_3Y_10Y_N50,2017-01-16,90.48
AUD_3Y_10Y_N50,2017-01-17,92.97
AUD_3Y_10Y_N50,2017-01-18,90.91
AUD_3Y_10Y_N50,2017-01-19,89.36
AUD_3Y_10Y_N50,2017-01-20,88.64
AUD_3Y_10Y_P100,2017-01-03,87.76
AUD_3Y_10Y_P100,2017-01-04,82.98
AUD_3Y_10Y_P100,2017-01-05,85.8
AUD_3Y_10Y_P100,2017-01-06,84.03
AUD_3Y_10Y_P100,2017-01-09,83.96
AUD_3Y_10Y_P100,2017-01-10,84.66
AUD_3Y_10Y_P100,2017-01-11,82.9
AUD_3Y_10Y_P100,2017-01-12,84.85
AUD_3Y_10Y_P100,2017-01-13,87.08
AUD_3Y_10Y_P100,2017-01-16,85.07
AUD_3Y_10Y_P100,2017-01-17,80.25
AUD_3Y_10Y_P100,2017-01-18,83.67
AUD_3Y_10Y_P100,2017-01-19,88.83
AUD_3Y_10Y_P100,2017-01-20,89.19
AUD_3Y_10Y_P150,2017-01-03,98.34
AUD_3Y_10Y_P150,2017-01-04,90.62
AUD_3Y_10Y_P150,2017-01-05,93.09
AUD_3Y_10Y_P150,2017-01-06,91.75
AUD_3Y_10Y_P150,2017-01-09,91.13
AUD_3Y_10Y_P150,2017-01-10,94.16
AUD_3Y_10Y_P150,2017-01-11,90.96
AUD_3Y_10Y_P150,2017-01-12,92.1
AUD_3Y_10Y_P150,2017-01-13,94.96
AUD_3Y_10Y_P150,2017-01-16,93.35
AUD_3Y_10Y_P150,2017-01-17,87.72
AUD_3Y_10Y_P150,2017-01-18,91.47
AUD_3Y_10Y_P150,2017-01-19,96.95
AUD_3Y_10Y_P150,2017-01-20,97.57
AUD_3Y_10Y_P25,2017-01-03,81.35
AUD_3Y_10Y_P25,2017-01-04,80.99
AUD_3Y_10Y_P25,2017-01-05,82.33
AUD_3Y_10Y_P25,2017-01-06,80.97
AUD_3Y_10Y_P25,2017-01-09,81.48
AUD_3Y_10Y_P25,2017-01-10,80.84
AUD_3Y_10Y_P25,2017-01-11,80.58
AUD_3Y_10Y_P25,2017-01-12,82.0
AUD_3Y_10Y_P25,2017-01-13,82.45
AUD_3Y_10Y_P25,2017-01-16,81.32
AUD_3Y_10Y_P25,2017-01-17,79.99
AUD_3Y_10Y_P25,2017-01-18,81.0
AUD_3Y_10Y_P25,2017-01-19,83.54
AUD_3Y_10Y_P25,2017-01-20,83.29
AUD_3Y_10Y_P50,2017-01-03,81.49
AUD_3Y_10Y_P50,2017-01-04,79.95
AUD_3Y_10Y_P50,2017-01-05,82.17
AUD_3Y_10Y_P50,2017-01-06,80.45
AUD_3Y_10Y_P50,2017-01-09,80.86
AUD_3Y_10Y_P50,2017-01-10,80.05
AUD_3Y_10Y_P50,2017-01-11,79.56
AUD_3Y_10Y_P50,2017-01-12,81.55
AUD_3Y_10Y_P50,2017-01-13,82.69
AUD_3Y_10Y_P50,2017-01-16,80.96
AUD_3Y_10Y_P50,2017-01-17,78.15
AUD_3Y_10Y_P50,2017-01-18,80.25
AUD_3Y_10Y_P50,2017-01-19,84.03
AUD_3Y_10Y_P50,2017-01-20,84.01
AUD_3Y_15Y_AM,2017-01-03,80.9
AUD_3Y_15Y_AM,2017-01-04,81.48
AUD_3Y_15Y_AM,2017-01-05,81.64
AUD_3Y_15Y_AM,2017-01-06,81.44
AUD_3Y_15Y_AM,2017-01-09,81.72
AUD_3Y_15Y_AM,2017-01-10,82.0
AUD_3Y_15Y_AM,2017-01-11,81.52
AUD_3Y_15Y_AM,2017-01-12,81.69
AUD_3Y_15Y_AM,2017-01-13,81.6
AUD_3Y_15Y_AM,2017-01-16,81.32
AUD_3Y_15Y_AM,2017-01-17,81.6
AUD_3Y_15Y_AM,2017-01-18,81.49
AUD_3Y_15Y_AM,2017-01-19,82.4
AUD_3Y_15Y_AM,2017-01-20,81.92
AUD_3Y_15Y_N100,2017-01-03,102.49
AUD_3Y_15Y_N100,2017-01-04,100.77
AUD_3Y_15Y_N100,2017-01-05,96.4
AUD_3Y_15Y_N100,2017-01-06,98.82
AUD_3Y_15Y_N100,2017-01-09,98.39
AUD_3Y_15Y_N100,2017-01-10,103.72
AUD_3Y_15Y_N100,2017-01-11,101.45
AUD_3Y_15Y_N100,2017-01-12,97.68
AUD_3Y_15Y_N100,2017-01-13,95.77
AUD_3Y_15Y_N100,2017-01-16,99.11
AUD_3Y_15Y_N100,2017-01-17,104.56
AUD_3Y_15Y_N100,2017-01-18,99.73
AUD_3Y_15Y_N100,2017-01-19,96.27
AUD_3Y_15Y_N100,2017-01-20,95.08
AUD_3Y_15Y_N150,2017-01-03,113.31
AUD_3Y_15Y_N150,2017-01-04,109.99
AUD_3Y_15Y_N150,2017-01-05,104.12
AUD_3Y_15Y_N150,2017-01-06,107.2
AUD_3Y_15Y_N150,2017-01-09,106.72
AUD_3Y_15Y_N150,2017-01-10,114.03
AUD_3Y_15Y_N150,2017-01-11,111.07
AUD_3Y_15Y_N150,2017-01-12,105.67
AUD_3Y_15Y_N150,2017-01-13,103.27
AUD_3Y_15Y_N150,2017-01-16,108.02
AUD_3Y_15Y_N150,2017-01-17,115.11
AUD_3Y_15Y_N150,2017-01-18,108.83
AUD_3Y_15Y_N150,2017-01-19,103.81
AUD_3Y_15Y_N150,2017-01-20,102.55
AUD_3Y_15Y_N25,2017-01-03,85.43
AUD_3Y_15Y_N25,2017-01-04,85.81
AUD_3Y_15Y_N25,2017-01-05,84.65
AUD_3Y_15Y_N25,2017-01-06,85.28
AUD_3Y_15Y_N25,2017-01-09,85.28
AUD_3Y_15Y_N25,2017-01-10,86.81
AUD_3Y_15Y_N25,2017-01-11,85.89
AUD_3Y_15Y_N25,2017-01-12,85.09
AUD_3Y_15Y_N25,2017-01-13,84.43
AUD_3Y_15Y_N25,2017-01-16,85.06
AUD_3Y_15Y_N25,2017-01-17,86.83
AUD_3Y_15Y_N25,2017-01-18,85.34
AUD_3Y_15Y_N25,2017-01-19,85.13
AUD_3Y_15Y_N25,2017-01-20,84.39
AUD_3Y_15Y_N50,2017-01-03,90.9
AUD_3Y_15Y_N50,2017-01-04,90.7
AUD_3Y_15Y_N50,2017-01-05,88.33
AUD_3Y_15Y_N50,2017-01-06,89.67
AUD_3Y_15Y_N50,2017-01-09,89.47
AUD_3Y_15Y_N50,2017-01-10,92.34
AUD_3Y_15Y_N50,2017-01-11,90.94
AUD_3Y_15Y_N50,2017-01-12,89.11
AUD_3Y_15Y_N50,2017-01-13,87.95
AUD_3Y_15Y_N50,2017-01-16,89.54
AUD_3Y_15Y_N50,2017-01-17,92.7
AUD_3Y_15Y_N50,2017-01-18,89.93
AUD_3Y_15Y_N50,2017-01-19,88.56
AUD_3Y_15Y_N50,2017-01-20,87.62
AUD_3Y_15Y_P100,2017-01-03,83.66
AUD_3Y_15Y_P100,2017-01-04,79.31
AUD_3Y_15Y_P100,2017-01-05,82.5
AUD_3Y_15Y_P100,2017-01-06,79.97
AUD_3Y_15Y_P100,2017-01-09,81.46
AUD_3Y_15Y_P100,2017-01-10,82.04
AUD_3Y_15Y_P100,2017-01-11,81.23
AUD_3Y_15Y_P100,2017-01-12,81.64
AUD_3Y_15Y_P100,2017-01-13,83.3
AUD_3Y_15Y_P100,2017-01-16,82.49
AUD_3Y_15Y_P100,2017-01-17,80.71
AUD_3Y_15Y_P100,2017-01-18,82.57
AUD_3Y_15Y_P100,2017-01-19,84.01
AUD_3Y_15Y_P100,2017-01-20,84.6
AUD_3Y_15Y_P150,2017-01-03,94.19
AUD_3Y_15Y_P150,2017-01-04,86.93
AUD_3Y_15Y_P150,2017-01-05,89.78
AUD_3Y_15Y_P150,2017-01-06,87.21
AUD_3Y_15Y_P150,2017-01-09,88.97
AUD_3Y_15Y_P150,2017-01-10,91.64
AUD_3Y_15Y_P150,2017-01-11,89.99
AUD_3Y_15Y_P150,2017-01-12,89.02
AUD_3Y_15Y_P150,2017-01-13,90.84
AUD_3Y_15Y_P150,2017-01-16,91.11
AUD_3Y_15Y_P150,2017-01-17,90.44
AUD_3Y_15Y_P150,2017-01-18,91.31
AUD_3Y_15Y_P150,2017-01-19,91.3
AUD_3Y_15Y_P150,2017-01-20,92.15
AUD_3Y_15Y_P25,2017-01-03,78.11
AUD_3Y_15Y_P25,2017-01-04,78.26
AUD_3Y_15Y_P25,2017-01-05,79.71
AUD_3Y_15Y_P25,2017-01-06,78.66
AUD_3Y_15Y_P25,2017-01-09,79.27
AUD_3Y_15Y_P25,2017-01-10,78.67
AUD_3Y_15Y_P25,2017-01-11,78.48
AUD_3Y_15Y_P25,2017-01-12,79.38
AUD_3Y_15Y_P25,2017-01-13,79.89
AUD_3Y_15Y_P25,2017-01-16,78.91
AUD_3Y_15Y_P25,2017-01-17,77.84
AUD_3Y_15Y_P25,2017-01-18,78.98
AUD_3Y_15Y_P25,2017-01-19,80.75
AUD_3Y_15Y_P25,2017-01-20,80.56
AUD_3Y_15Y_P50,2017-01-03,77.76
AUD_3Y_15Y_P50,2017-01-04,76.73
AUD_3Y_15Y_P50,2017-01-05,79.19
AUD_3Y_15Y_P50,2017-01-06,77.41
AUD_3Y_15Y_P50,2017-01-09,78.37
AUD_3Y_15Y_P50,2017-01-10,77.56
AUD_3Y_15Y_P50,2017-01-11,77.39
AUD_3Y_15Y_P50,2017-01-12,78.56
AUD_3Y_15Y_P50,2017-01-13,79.6
AUD_3Y_15Y_P50,2017-01-16,78.3
AUD_3Y_15Y_P50,2017-01-17,76.4
AUD_3Y_15Y_P50,2017-01-18,78.33
AUD_3Y_15Y_P50,2017-01-19,80.47
AUD_3Y_15Y_P50,2017-01-20,80.59
AUD_3Y_1Y_AM,2017-01-03,82.53
AUD_3Y_1Y_AM,2017-01-04,80.74
AUD_3Y_1Y_AM,2017-01-05,84.65
AUD_3Y_1Y_AM,2017-01-06,81.12
AUD_3Y_1Y_AM,2017-01-09,86.08
AUD_3Y_1Y_AM,2017-01-10,84.7
AUD_3Y_1Y_AM,2017-01-11,82.51
AUD_3Y_1Y_AM,2017-01-12,83.74
AUD_3Y_1Y_AM,2017-01-13,85.78
AUD_3Y_1Y_AM,2017-01-16,84.89
AUD_3Y_1Y_AM,2017-01-17,83.31
AUD_3Y_1Y_AM,2017-01-18,84.75
AUD_3Y_1Y_AM,2017-01-19,86.27
AUD_3Y_1Y_AM,2017-01-20,86.67
AUD_3Y_1Y_N100,2017-01-03,93.77
AUD_3Y_1Y_N100,2017-01-04,89.47
AUD_3Y_1Y_N100,2017-01-05,90.21
AUD_3Y_1Y_N100,2017-01-06,87.33
AUD_3Y_1Y_N100,2017-01-09,93.26
AUD_3Y_1Y_N100,2017-01-10,94.75
AUD_3Y_1Y_N100,2017-01-11,90.65
AUD_3Y_1Y_N100,2017-01-12,89.6
AUD_3Y_1Y_N100,2017-01-13,91.09
AUD_3Y_1Y_N100,2017-01-16,92.26
AUD_3Y_1Y_N100,2017-01-17,94.1
AUD_3Y_1Y_N100,2017-01-18,92.97
AUD_3Y_1Y_N100,2017-01-19,91.21
AUD_3Y_1Y_N100,2017-01-20,91.51
AUD_3Y_1Y_N150,2017-01-03,100.23
AUD_3Y_1Y_N150,2017-01-04,94.01
AUD_3Y_1Y_N150,2017-01-05,94.07
AUD_3Y_1Y_N150,2017-01-06,90.83
AUD_3Y_1Y_N150,2017-01-09,97.44
AUD_3Y_1Y_N150,2017-01-10,99.67
AUD_3Y_1Y_N150,2017-01-11,94.72
AUD_3Y_1Y_N150,2017-01-12,93.05
AUD_3Y_1Y_N150,2017-01-13,94.78
AUD_3Y_1Y_N150,2017-01-16,96.28
AUD_3Y_1Y_N150,2017-01-17,99.0
AUD_3Y_1Y_N150,2017-01-18,97.41
AUD_3Y_1Y_N150,2017-01-19,94.93
AUD_3Y_1Y_N150,2017-01-20,95.5
AUD_3Y_1Y_N25,2017-01-03,84.36
AUD_3Y_1Y_N25,2017-01-04,82.31
AUD_3Y_1Y_N25,2017-01-05,85.19
AUD_3Y_1Y_N25,2017-01-06,81.98
AUD_3Y_1Y_N25,2017-01-09,87.15
AUD_3Y_1Y_N25,2017-01-10,86.61
AUD_3Y_1Y_N25,2017-01-11,83.99
AUD_3Y_1Y_N25,2017-01-12,84.52
AUD_3Y_1Y_N25,2017-01-13,86.26
AUD_3Y_1Y_N25,2017-01-16,86.07
AUD_3Y_1Y_N25,2017-01-17,85.48
AUD_3Y_1Y_N25,2017-01-18,86.14
AUD_3Y_1Y_N25,2017-01-19,86.65
AUD_3Y_1Y_N25,2017-01-20,86.93
AUD_3Y_1Y_N50,2017-01-03,87.11
AUD_3Y_1Y_N50,2017-01-04,84.46
AUD_3Y_1Y_N50,2017-01-05,86.46
AUD_3Y_1Y_N50,2017-01-06,83.47
AUD_3Y_1Y_N50,2017-01-09,88.88
AUD_3Y_1Y_N50,2017-01-10,89.11
AUD_3Y_1Y_N50,2017-01-11,86.0
AUD_3Y_1Y_N50,2017-01-12,85.91
AUD_3Y_1Y_N50,2017-01-13,87.47
AUD_3Y_1Y_N50,2017-01-16,87.86
AUD_3Y_1Y_N50,2017-01-17,88.2
AUD_3Y_1Y_N50,2017-01-18,88.15
AUD_3Y_1Y_N50,2017-01-19,87.75
AUD_3Y_1Y_N50,2017-01-20,87.98
AUD_3Y_1Y_P100,2017-01-03,88.77
AUD_3Y_1Y_P100,2017-01-04,84.14
AUD_3Y_1Y_P100,2017-01-05,91.84
AUD_3Y_1Y_P100,2017-01-06,86.72
AUD_3Y_1Y_P100,2017-01-09,91.16
AUD_3Y_1Y_P100,2017-01-10,87.73
AUD_3Y_1Y_P100,2017-01-11,85.74
AUD_3Y_1Y_P100,2017-01-12,89.31
AUD_3Y_1Y_P100,2017-01-13,93.05
AUD_3Y_1Y_P100,2017-01-16,89.45
AUD_3Y_1Y_P100,2017-01-17,85.58
AUD_3Y_1Y_P100,2017-01-18,88.93
AUD_3Y_1Y_P100,2017-01-19,93.64
AUD_3Y_1Y_P100,2017-01-20,94.88
AUD_3Y_1Y_P150,2017-01-03,97.81
AUD_3Y_1Y_P150,2017-01-04,90.89
AUD_3Y_1Y_P150,2017-01-05,99.66
AUD_3Y_1Y_P150,2017-01-06,93.91
AUD_3Y_1Y_P150,2017-01-09,98.38
AUD_3Y_1Y_P150,2017-01-10,94.92
AUD_3Y_1Y_P150,2017-01-11,92.27
AUD_3Y_1Y_P150,2017-01-12,96.37
AUD_3Y_1Y_P150,2017-01-13,100.89
AUD_3Y_1Y_P150,2017-01-16,96.48
AUD_3Y_1Y_P150,2017-01-17,92.71
AUD_3Y_1Y_P150,2017-01-18,96.01
AUD_3Y_1Y_P150,2017-01-19,101.34
AUD_3Y_1Y_P150,2017-01-20,103.0
AUD_3Y_1Y_P25,2017-01-03,81.99
AUD_3Y_1Y_P25,2017-01-04,80.04
AUD_3Y_1Y_P25,2017-01-05,85.04
AUD_3Y_1Y_P25,2017-01-06,81.11
AUD_3Y_1Y_P25,2017-01-09,85.87
AUD_3Y_1Y_P25,2017-01-10,83.71
AUD_3Y_1Y_P25,2017-01-11,81.84
AUD_3Y_1Y_P25,2017-01-12,83.78
AUD_3Y_1Y_P25,2017-01-13,86.2
AUD_3Y_1Y_P25,2017-01-16,84.55
AUD_3Y_1Y_P25,2017-01-17,82.06
AUD_3Y_1Y_P25,2017-01-18,84.24
AUD_3Y_1Y_P25,2017-01-19,86.78
AUD_3Y_1Y_P25,2017-01-20,87.35
AUD_3Y_1Y_P50,2017-01-03,82.94
AUD_3Y_1Y_P50,2017-01-04,80.37
AUD_3Y_1Y_P50,2017-01-05,86.42
AUD_3Y_1Y_P50,2017-01-06,82.07
AUD_3Y_1Y_P50,2017-01-09,86.68
AUD_3Y_1Y_P50,2017-01-10,83.89
AUD_3Y_1Y_P50,2017-01-11,82.15
AUD_3Y_1Y_P50,2017-01-12,84.75
AUD_3Y_1Y_P50,2017-01-13,87.61
AUD_3Y_1Y_P50,2017-01-16,85.22
AUD_3Y_1Y_P50,2017-01-17,82.0
AUD_3Y_1Y_P50,2017-01-18,84.79
AUD_3Y_1Y_P50,2017-01-19,88.23
AUD_3Y_1Y_P50,2017-01-20,89.02
AUD_3Y_20Y_AM,2017-01-03,77.39
AUD_3Y_20Y_AM,2017-01-04,77.94
AUD_3Y_20Y_AM,2017-01-05,78.03
AUD_3Y_20Y_AM,2017-01-06,77.78
AUD_3Y_20Y_AM,2017-01-09,78.25
AUD_3Y_20Y_AM,2017-01-10,78.12
AUD_3Y_20Y_AM,2017-01-11,77.92
AUD_3Y_20Y_AM,2017-01-12,77.86
AUD_3Y_20Y_AM,2017-01-13,78.01
AUD_3Y_20Y_AM,2017-01-16,78.05
AUD_3Y_20Y_AM,2017-01-17,78.04
AUD_3Y_20Y_AM,2017-01-18,77.81
AUD_3Y_20Y_AM,2017-01-19,78.29
AUD_3Y_20Y_AM,2017-01-20,78.11
AUD_3Y_20Y_N100,2017-01-03,100.51
AUD_3Y_20Y_N100,2017-01-04,98.22
AUD_3Y_20Y_N100,2017-01-05,93.78
AUD_3Y_20Y_N100,2017-01-06,96.45
AUD_3Y_20Y_N100,2017-01-09,96.11
AUD_3Y_20Y_N100,2017-01-10,101.69
AUD_3Y_20Y_N100,2017-01-11,99.46
