cfid,spotdate,nvol
AUD_15Y_4Y_P50,2017-01-10,77.17
AUD_15Y_4Y_P50,2017-01-11,76.54
AUD_15Y_4Y_P50,2017-01-12,76.5
AUD_15Y_4Y_P50,2017-01-13,76.53
AUD_15Y_4Y_P50,2017-01-16,76.65
AUD_15Y_4Y_P50,2017-01-17,77.78
AUD_15Y_4Y_P50,2017-01-18,76.87
AUD_15Y_4Y_P50,2017-01-19,75.04
AUD_15Y_4Y_P50,2017-01-20,77.21
AUD_15Y_5Y_AM,2017-01-03,72.81
AUD_15Y_5Y_AM,2017-01-04,72.0
AUD_15Y_5Y_AM,2017-01-05,73.6
AUD_15Y_5Y_AM,2017-01-06,73.55
AUD_15Y_5Y_AM,2017-01-09,74.04
AUD_15Y_5Y_AM,2017-01-10,73.1
AUD_15Y_5Y_AM,2017-01-11,72.5
AUD_15Y_5Y_AM,2017-01-12,72.39
AUD_15Y_5Y_AM,2017-01-13,72.6
AUD_15Y_5Y_AM,2017-01-16,72.68
AUD_15Y_5Y_AM,2017-01-17,73.79
AUD_15Y_5Y_AM,2017-01-18,72.93
AUD_15Y_5Y_AM,2017-01-19,70.9
AUD_15Y_5Y_AM,2017-01-20,73.2
AUD_15Y_5Y_N100,2017-01-03,67.4
AUD_15Y_5Y_N100,2017-01-04,66.44
AUD_15Y_5Y_N100,2017-01-05,68.01
AUD_15Y_5Y_N100,2017-01-06,67.92
AUD_15Y_5Y_N100,2017-01-09,68.43
AUD_15Y_5Y_N100,2017-01-10,67.46
AUD_15Y_5Y_N100,2017-01-11,66.95
AUD_15Y_5Y_N100,2017-01-12,66.73
AUD_15Y_5Y_N100,2017-01-13,66.94
AUD_15Y_5Y_N100,2017-01-16,66.98
AUD_15Y_5Y_N100,2017-01-17,68.09
AUD_15Y_5Y_N100,2017-01-18,67.31
AUD_15Y_5Y_N100,2017-01-19,65.47
AUD_15Y_5Y_N100,2017-01-20,67.9
AUD_15Y_5Y_N150,2017-01-03,64.33
AUD_15Y_5Y_N150,2017-01-04,63.27
AUD_15Y_5Y_N150,2017-01-05,64.81
AUD_15Y_5Y_N150,2017-01-06,64.7
AUD_15Y_5Y_N150,2017-01-09,65.23
AUD_15Y_5Y_N150,2017-01-10,64.22
AUD_15Y_5Y_N150,2017-01-11,63.77
AUD_15Y_5Y_N150,2017-01-12,63.48
AUD_15Y_5Y_N150,2017-01-13,63.69
AUD_15Y_5Y_N150,2017-01-16,63.7
AUD_15Y_5Y_N150,2017-01-17,64.82
AUD_15Y_5Y_N150,2017-01-18,64.1
AUD_15Y_5Y_N150,2017-01-19,62.36
AUD_15Y_5Y_N150,2017-01-20,64.89
AUD_15Y_5Y_N25,2017-01-03,71.53
AUD_15Y_5Y_N25,2017-01-04,70.69
AUD_15Y_5Y_N25,2017-01-05,72.28
AUD_15Y_5Y_N25,2017-01-06,72.22
AUD_15Y_5Y_N25,2017-01-09,72.72
AUD_15Y_5Y_N25,2017-01-10,71.78
AUD_15Y_5Y_N25,2017-01-11,71.19
AUD_15Y_5Y_N25,2017-01-12,71.06
AUD_15Y_5Y_N25,2017-01-13,71.27
AUD_15Y_5Y_N25,2017-01-16,71.34
AUD_15Y_5Y_N25,2017-01-17,72.45
AUD_15Y_5Y_N25,2017-01-18,71.6
AUD_15Y_5Y_N25,2017-01-19,69.62
AUD_15Y_5Y_N25,2017-01-20,71.95
AUD_15Y_5Y_N50,2017-01-03,70.21
AUD_15Y_5Y_N50,2017-01-04,69.33
AUD_15Y_5Y_N50,2017-01-05,70.92
AUD_15Y_5Y_N50,2017-01-06,70.85
AUD_15Y_5Y_N50,2017-01-09,71.35
AUD_15Y_5Y_N50,2017-01-10,70.4
AUD_15Y_5Y_N50,2017-01-11,69.84
AUD_15Y_5Y_N50,2017-01-12,69.68
AUD_15Y_5Y_N50,2017-01-13,69.89
AUD_15Y_5Y_N50,2017-01-16,69.94
AUD_15Y_5Y_N50,2017-01-17,71.05
AUD_15Y_5Y_N50,2017-01-18,70.23
AUD_15Y_5Y_N50,2017-01-19,68.3
AUD_15Y_5Y_N50,2017-01-20,70.65
AUD_15Y_5Y_P100,2017-01-03,77.52
AUD_15Y_5Y_P100,2017-01-04,76.85
AUD_15Y_5Y_P100,2017-01-05,78.46
AUD_15Y_5Y_P100,2017-01-06,78.43
AUD_15Y_5Y_P100,2017-01-09,78.92
AUD_15Y_5Y_P100,2017-01-10,78.0
AUD_15Y_5Y_P100,2017-01-11,77.33
AUD_15Y_5Y_P100,2017-01-12,77.29
AUD_15Y_5Y_P100,2017-01-13,77.51
AUD_15Y_5Y_P100,2017-01-16,77.65
AUD_15Y_5Y_P100,2017-01-17,78.73
AUD_15Y_5Y_P100,2017-01-18,77.82
AUD_15Y_5Y_P100,2017-01-19,75.61
AUD_15Y_5Y_P100,2017-01-20,77.83
AUD_15Y_5Y_P150,2017-01-03,79.69
AUD_15Y_5Y_P150,2017-01-04,79.08
AUD_15Y_5Y_P150,2017-01-05,80.69
AUD_15Y_5Y_P150,2017-01-06,80.67
AUD_15Y_5Y_P150,2017-01-09,81.16
AUD_15Y_5Y_P150,2017-01-10,80.25
AUD_15Y_5Y_P150,2017-01-11,79.55
AUD_15Y_5Y_P150,2017-01-12,79.54
AUD_15Y_5Y_P150,2017-01-13,79.75
AUD_15Y_5Y_P150,2017-01-16,79.93
AUD_15Y_5Y_P150,2017-01-17,81.0
AUD_15Y_5Y_P150,2017-01-18,80.07
AUD_15Y_5Y_P150,2017-01-19,77.77
AUD_15Y_5Y_P150,2017-01-20,79.96
AUD_15Y_5Y_P25,2017-01-03,74.04
AUD_15Y_5Y_P25,2017-01-04,73.27
AUD_15Y_5Y_P25,2017-01-05,74.87
AUD_15Y_5Y_P25,2017-01-06,74.83
AUD_15Y_5Y_P25,2017-01-09,75.32
AUD_15Y_5Y_P25,2017-01-10,74.39
AUD_15Y_5Y_P25,2017-01-11,73.77
AUD_15Y_5Y_P25,2017-01-12,73.68
AUD_15Y_5Y_P25,2017-01-13,73.89
AUD_15Y_5Y_P25,2017-01-16,73.98
AUD_15Y_5Y_P25,2017-01-17,75.08
AUD_15Y_5Y_P25,2017-01-18,74.21
AUD_15Y_5Y_P25,2017-01-19,72.14
AUD_15Y_5Y_P25,2017-01-20,74.41
AUD_15Y_5Y_P50,2017-01-03,75.24
AUD_15Y_5Y_P50,2017-01-04,74.5
AUD_15Y_5Y_P50,2017-01-05,76.1
AUD_15Y_5Y_P50,2017-01-06,76.06
AUD_15Y_5Y_P50,2017-01-09,76.55
AUD_15Y_5Y_P50,2017-01-10,75.63
AUD_15Y_5Y_P50,2017-01-11,74.99
AUD_15Y_5Y_P50,2017-01-12,74.92
AUD_15Y_5Y_P50,2017-01-13,75.13
AUD_15Y_5Y_P50,2017-01-16,75.24
AUD_15Y_5Y_P50,2017-01-17,76.34
AUD_15Y_5Y_P50,2017-01-18,75.45
AUD_15Y_5Y_P50,2017-01-19,73.33
AUD_15Y_5Y_P50,2017-01-20,75.58
AUD_15Y_7Y_AM,2017-01-03,71.58
AUD_15Y_7Y_AM,2017-01-04,70.5
AUD_15Y_7Y_AM,2017-01-05,72.06
AUD_15Y_7Y_AM,2017-01-06,72.2
AUD_15Y_7Y_AM,2017-01-09,72.34
AUD_15Y_7Y_AM,2017-01-10,71.57
AUD_15Y_7Y_AM,2017-01-11,71.3
AUD_15Y_7Y_AM,2017-01-12,71.14
AUD_15Y_7Y_AM,2017-01-13,71.42
AUD_15Y_7Y_AM,2017-01-16,71.82
AUD_15Y_7Y_AM,2017-01-17,72.16
AUD_15Y_7Y_AM,2017-01-18,71.3
AUD_15Y_7Y_AM,2017-01-19,69.91
AUD_15Y_7Y_AM,2017-01-20,71.41
AUD_15Y_7Y_N100,2017-01-03,66.26
AUD_15Y_7Y_N100,2017-01-04,65.05
AUD_15Y_7Y_N100,2017-01-05,66.58
AUD_15Y_7Y_N100,2017-01-06,66.66
AUD_15Y_7Y_N100,2017-01-09,66.84
AUD_15Y_7Y_N100,2017-01-10,66.04
AUD_15Y_7Y_N100,2017-01-11,65.83
AUD_15Y_7Y_N100,2017-01-12,65.57
AUD_15Y_7Y_N100,2017-01-13,65.87
AUD_15Y_7Y_N100,2017-01-16,66.2
AUD_15Y_7Y_N100,2017-01-17,66.57
AUD_15Y_7Y_N100,2017-01-18,65.79
AUD_15Y_7Y_N100,2017-01-19,64.56
AUD_15Y_7Y_N100,2017-01-20,66.23
AUD_15Y_7Y_N150,2017-01-03,63.23
AUD_15Y_7Y_N150,2017-01-04,61.93
AUD_15Y_7Y_N150,2017-01-05,63.44
AUD_15Y_7Y_N150,2017-01-06,63.48
AUD_15Y_7Y_N150,2017-01-09,63.7
AUD_15Y_7Y_N150,2017-01-10,62.87
AUD_15Y_7Y_N150,2017-01-11,62.7
AUD_15Y_7Y_N150,2017-01-12,62.36
AUD_15Y_7Y_N150,2017-01-13,62.68
AUD_15Y_7Y_N150,2017-01-16,62.98
AUD_15Y_7Y_N150,2017-01-17,63.36
AUD_15Y_7Y_N150,2017-01-18,62.65
AUD_15Y_7Y_N150,2017-01-19,61.5
AUD_15Y_7Y_N150,2017-01-20,63.28
AUD_15Y_7Y_N25,2017-01-03,70.33
AUD_15Y_7Y_N25,2017-01-04,69.21
AUD_15Y_7Y_N25,2017-01-05,70.77
AUD_15Y_7Y_N25,2017-01-06,70.9
AUD_15Y_7Y_N25,2017-01-09,71.04
AUD_15Y_7Y_N25,2017-01-10,70.27
AUD_15Y_7Y_N25,2017-01-11,70.02
AUD_15Y_7Y_N25,2017-01-12,69.83
AUD_15Y_7Y_N25,2017-01-13,70.11
AUD_15Y_7Y_N25,2017-01-16,70.5
AUD_15Y_7Y_N25,2017-01-17,70.84
AUD_15Y_7Y_N25,2017-01-18,70.0
AUD_15Y_7Y_N25,2017-01-19,68.65
AUD_15Y_7Y_N25,2017-01-20,70.19
AUD_15Y_7Y_N50,2017-01-03,69.03
AUD_15Y_7Y_N50,2017-01-04,67.88
AUD_15Y_7Y_N50,2017-01-05,69.43
AUD_15Y_7Y_N50,2017-01-06,69.54
AUD_15Y_7Y_N50,2017-01-09,69.7
AUD_15Y_7Y_N50,2017-01-10,68.92
AUD_15Y_7Y_N50,2017-01-11,68.68
AUD_15Y_7Y_N50,2017-01-12,68.47
AUD_15Y_7Y_N50,2017-01-13,68.76
AUD_15Y_7Y_N50,2017-01-16,69.12
AUD_15Y_7Y_N50,2017-01-17,69.48
AUD_15Y_7Y_N50,2017-01-18,68.66
AUD_15Y_7Y_N50,2017-01-19,67.34
AUD_15Y_7Y_N50,2017-01-20,68.92
AUD_15Y_7Y_P100,2017-01-03,76.23
AUD_15Y_7Y_P100,2017-01-04,75.24
AUD_15Y_7Y_P100,2017-01-05,76.82
AUD_15Y_7Y_P100,2017-01-06,77.01
AUD_15Y_7Y_P100,2017-01-09,77.12
AUD_15Y_7Y_P100,2017-01-10,76.37
AUD_15Y_7Y_P100,2017-01-11,76.06
AUD_15Y_7Y_P100,2017-01-12,75.97
AUD_15Y_7Y_P100,2017-01-13,76.22
AUD_15Y_7Y_P100,2017-01-16,76.71
AUD_15Y_7Y_P100,2017-01-17,77.01
AUD_15Y_7Y_P100,2017-01-18,76.1
AUD_15Y_7Y_P100,2017-01-19,74.54
AUD_15Y_7Y_P100,2017-01-20,75.94
AUD_15Y_7Y_P150,2017-01-03,78.36
AUD_15Y_7Y_P150,2017-01-04,77.43
AUD_15Y_7Y_P150,2017-01-05,79.0
AUD_15Y_7Y_P150,2017-01-06,79.22
AUD_15Y_7Y_P150,2017-01-09,79.31
AUD_15Y_7Y_P150,2017-01-10,78.58
AUD_15Y_7Y_P150,2017-01-11,78.24
AUD_15Y_7Y_P150,2017-01-12,78.18
AUD_15Y_7Y_P150,2017-01-13,78.43
AUD_15Y_7Y_P150,2017-01-16,78.96
AUD_15Y_7Y_P150,2017-01-17,79.23
AUD_15Y_7Y_P150,2017-01-18,78.3
AUD_15Y_7Y_P150,2017-01-19,76.67
AUD_15Y_7Y_P150,2017-01-20,78.03
AUD_15Y_7Y_P25,2017-01-03,72.8
AUD_15Y_7Y_P25,2017-01-04,71.74
AUD_15Y_7Y_P25,2017-01-05,73.3
AUD_15Y_7Y_P25,2017-01-06,73.46
AUD_15Y_7Y_P25,2017-01-09,73.59
AUD_15Y_7Y_P25,2017-01-10,72.83
AUD_15Y_7Y_P25,2017-01-11,72.55
AUD_15Y_7Y_P25,2017-01-12,72.41
AUD_15Y_7Y_P25,2017-01-13,72.67
AUD_15Y_7Y_P25,2017-01-16,73.1
AUD_15Y_7Y_P25,2017-01-17,73.43
AUD_15Y_7Y_P25,2017-01-18,72.55
AUD_15Y_7Y_P25,2017-01-19,71.12
AUD_15Y_7Y_P25,2017-01-20,72.59
AUD_15Y_7Y_P50,2017-01-03,73.97
AUD_15Y_7Y_P50,2017-01-04,72.94
AUD_15Y_7Y_P50,2017-01-05,74.51
AUD_15Y_7Y_P50,2017-01-06,74.68
AUD_15Y_7Y_P50,2017-01-09,74.8
AUD_15Y_7Y_P50,2017-01-10,74.05
AUD_15Y_7Y_P50,2017-01-11,73.75
AUD_15Y_7Y_P50,2017-01-12,73.63
AUD_15Y_7Y_P50,2017-01-13,73.89
AUD_15Y_7Y_P50,2017-01-16,74.34
AUD_15Y_7Y_P50,2017-01-17,74.66
AUD_15Y_7Y_P50,2017-01-18,73.77
AUD_15Y_7Y_P50,2017-01-19,72.3
AUD_15Y_7Y_P50,2017-01-20,73.74
AUD_1M_10Y_AM,2017-01-03,100.45
AUD_1M_10Y_AM,2017-01-04,102.95
AUD_1M_10Y_AM,2017-01-05,102.14
AUD_1M_10Y_AM,2017-01-06,98.3
AUD_1M_10Y_AM,2017-01-09,98.23
AUD_1M_10Y_AM,2017-01-10,98.44
AUD_1M_10Y_AM,2017-01-11,95.62
AUD_1M_10Y_AM,2017-01-12,92.44
AUD_1M_10Y_AM,2017-01-13,92.14
AUD_1M_10Y_AM,2017-01-16,87.86
AUD_1M_10Y_AM,2017-01-17,88.13
AUD_1M_10Y_AM,2017-01-18,86.17
AUD_1M_10Y_AM,2017-01-19,91.5
AUD_1M_10Y_AM,2017-01-20,91.48
AUD_1M_10Y_N100,2017-01-03,130.41
AUD_1M_10Y_N100,2017-01-04,138.44
AUD_1M_10Y_N100,2017-01-05,142.73
AUD_1M_10Y_N100,2017-01-06,138.07
AUD_1M_10Y_N100,2017-01-09,139.27
AUD_1M_10Y_N100,2017-01-10,128.92
AUD_1M_10Y_N100,2017-01-11,132.86
AUD_1M_10Y_N100,2017-01-12,129.26
AUD_1M_10Y_N100,2017-01-13,128.22
AUD_1M_10Y_N100,2017-01-16,132.34
AUD_1M_10Y_N100,2017-01-17,116.71
AUD_1M_10Y_N100,2017-01-18,125.75
AUD_1M_10Y_N100,2017-01-19,136.81
AUD_1M_10Y_N100,2017-01-20,134.12
AUD_1M_10Y_N150,2017-01-03,146.69
AUD_1M_10Y_N150,2017-01-04,151.65
AUD_1M_10Y_N150,2017-01-05,163.42
AUD_1M_10Y_N150,2017-01-06,158.18
AUD_1M_10Y_N150,2017-01-09,160.07
AUD_1M_10Y_N150,2017-01-10,144.76
AUD_1M_10Y_N150,2017-01-11,146.68
AUD_1M_10Y_N150,2017-01-12,148.33
AUD_1M_10Y_N150,2017-01-13,147.11
AUD_1M_10Y_N150,2017-01-16,154.18
AUD_1M_10Y_N150,2017-01-17,131.85
AUD_1M_10Y_N150,2017-01-18,140.41
AUD_1M_10Y_N150,2017-01-19,159.19
AUD_1M_10Y_N150,2017-01-20,155.74
AUD_1M_10Y_N25,2017-01-03,105.92
AUD_1M_10Y_N25,2017-01-04,113.11
AUD_1M_10Y_N25,2017-01-05,110.02
AUD_1M_10Y_N25,2017-01-06,106.05
AUD_1M_10Y_N25,2017-01-09,106.2
AUD_1M_10Y_N25,2017-01-10,104.37
AUD_1M_10Y_N25,2017-01-11,106.34
AUD_1M_10Y_N25,2017-01-12,99.27
AUD_1M_10Y_N25,2017-01-13,98.7
AUD_1M_10Y_N25,2017-01-16,96.7
AUD_1M_10Y_N25,2017-01-17,93.4
AUD_1M_10Y_N25,2017-01-18,97.64
AUD_1M_10Y_N25,2017-01-19,100.56
AUD_1M_10Y_N25,2017-01-20,99.71
AUD_1M_10Y_N50,2017-01-03,113.46
AUD_1M_10Y_N50,2017-01-04,122.33
AUD_1M_10Y_N50,2017-01-05,120.44
AUD_1M_10Y_N50,2017-01-06,116.28
AUD_1M_10Y_N50,2017-01-09,116.78
AUD_1M_10Y_N50,2017-01-10,112.09
AUD_1M_10Y_N50,2017-01-11,116.02
AUD_1M_10Y_N50,2017-01-12,108.74
AUD_1M_10Y_N50,2017-01-13,107.97
AUD_1M_10Y_N50,2017-01-16,108.32
AUD_1M_10Y_N50,2017-01-17,100.66
AUD_1M_10Y_N50,2017-01-18,107.92
AUD_1M_10Y_N50,2017-01-19,112.35
AUD_1M_10Y_N50,2017-01-20,110.77
AUD_1M_10Y_P100,2017-01-03,114.61
AUD_1M_10Y_P100,2017-01-04,39.94
AUD_1M_10Y_P100,2017-01-05,121.79
AUD_1M_10Y_P100,2017-01-06,117.83
AUD_1M_10Y_P100,2017-01-09,119.05
AUD_1M_10Y_P100,2017-01-10,109.85
AUD_1M_10Y_P100,2017-01-11,21.09
AUD_1M_10Y_P100,2017-01-12,113.7
AUD_1M_10Y_P100,2017-01-13,113.95
AUD_1M_10Y_P100,2017-01-16,112.64
AUD_1M_10Y_P100,2017-01-17,102.43
AUD_1M_10Y_P100,2017-01-18,18.45
AUD_1M_10Y_P100,2017-01-19,115.35
AUD_1M_10Y_P100,2017-01-20,115.18
AUD_1M_10Y_P150,2017-01-03,132.82
AUD_1M_10Y_P150,2017-01-04,21.97
AUD_1M_10Y_P150,2017-01-05,144.67
AUD_1M_10Y_P150,2017-01-06,140.25
AUD_1M_10Y_P150,2017-01-09,142.15
AUD_1M_10Y_P150,2017-01-10,127.16
AUD_1M_10Y_P150,2017-01-11,21.3
AUD_1M_10Y_P150,2017-01-12,135.62
AUD_1M_10Y_P150,2017-01-13,135.86
AUD_1M_10Y_P150,2017-01-16,136.9
AUD_1M_10Y_P150,2017-01-17,119.77
AUD_1M_10Y_P150,2017-01-18,22.87
AUD_1M_10Y_P150,2017-01-19,139.73
AUD_1M_10Y_P150,2017-01-20,138.93
AUD_1M_10Y_P25,2017-01-03,98.59
AUD_1M_10Y_P25,2017-01-04,91.61
AUD_1M_10Y_P25,2017-01-05,99.56
AUD_1M_10Y_P25,2017-01-06,95.81
AUD_1M_10Y_P25,2017-01-09,95.83
AUD_1M_10Y_P25,2017-01-10,95.86
AUD_1M_10Y_P25,2017-01-11,83.55
AUD_1M_10Y_P25,2017-01-12,90.92
AUD_1M_10Y_P25,2017-01-13,90.9
AUD_1M_10Y_P25,2017-01-16,85.77
AUD_1M_10Y_P25,2017-01-17,86.46
AUD_1M_10Y_P25,2017-01-18,73.06
AUD_1M_10Y_P25,2017-01-19,89.04
AUD_1M_10Y_P25,2017-01-20,89.55
AUD_1M_10Y_P50,2017-01-03,101.02
AUD_1M_10Y_P50,2017-01-04,78.61
AUD_1M_10Y_P50,2017-01-05,103.35
AUD_1M_10Y_P50,2017-01-06,99.61
AUD_1M_10Y_P50,2017-01-09,100.01
AUD_1M_10Y_P50,2017-01-10,97.49
AUD_1M_10Y_P50,2017-01-11,69.43
AUD_1M_10Y_P50,2017-01-12,95.37
AUD_1M_10Y_P50,2017-01-13,95.53
AUD_1M_10Y_P50,2017-01-16,91.35
AUD_1M_10Y_P50,2017-01-17,89.06
AUD_1M_10Y_P50,2017-01-18,57.17
AUD_1M_10Y_P50,2017-01-19,94.25
AUD_1M_10Y_P50,2017-01-20,94.73
AUD_1M_15Y_AM,2017-01-03,100.43
AUD_1M_15Y_AM,2017-01-04,103.44
AUD_1M_15Y_AM,2017-01-05,101.78
AUD_1M_15Y_AM,2017-01-06,97.97
AUD_1M_15Y_AM,2017-01-09,98.0
AUD_1M_15Y_AM,2017-01-10,98.32
AUD_1M_15Y_AM,2017-01-11,98.34
AUD_1M_15Y_AM,2017-01-12,97.35
AUD_1M_15Y_AM,2017-01-13,97.33
AUD_1M_15Y_AM,2017-01-16,88.0
AUD_1M_15Y_AM,2017-01-17,88.08
AUD_1M_15Y_AM,2017-01-18,86.43
AUD_1M_15Y_AM,2017-01-19,92.34
AUD_1M_15Y_AM,2017-01-20,91.54
AUD_1M_15Y_N100,2017-01-03,135.81
AUD_1M_15Y_N100,2017-01-04,139.12
AUD_1M_15Y_N100,2017-01-05,145.42
AUD_1M_15Y_N100,2017-01-06,143.48
AUD_1M_15Y_N100,2017-01-09,144.7
AUD_1M_15Y_N100,2017-01-10,134.0
AUD_1M_15Y_N100,2017-01-11,135.17
AUD_1M_15Y_N100,2017-01-12,139.7
AUD_1M_15Y_N100,2017-01-13,139.0
AUD_1M_15Y_N100,2017-01-16,133.89
AUD_1M_15Y_N100,2017-01-17,121.28
AUD_1M_15Y_N100,2017-01-18,122.74
AUD_1M_15Y_N100,2017-01-19,140.03
AUD_1M_15Y_N100,2017-01-20,139.39
AUD_1M_15Y_N150,2017-01-03,154.35
AUD_1M_15Y_N150,2017-01-04,152.77
AUD_1M_15Y_N150,2017-01-05,167.35
AUD_1M_15Y_N150,2017-01-06,165.78
AUD_1M_15Y_N150,2017-01-09,167.73
AUD_1M_15Y_N150,2017-01-10,152.01
AUD_1M_15Y_N150,2017-01-11,149.18
AUD_1M_15Y_N150,2017-01-12,161.19
AUD_1M_15Y_N150,2017-01-13,160.36
AUD_1M_15Y_N150,2017-01-16,156.62
AUD_1M_15Y_N150,2017-01-17,138.24
AUD_1M_15Y_N150,2017-01-18,137.84
AUD_1M_15Y_N150,2017-01-19,163.68
AUD_1M_15Y_N150,2017-01-20,163.02
AUD_1M_15Y_N25,2017-01-03,107.34
AUD_1M_15Y_N25,2017-01-04,113.58
AUD_1M_15Y_N25,2017-01-05,110.62
AUD_1M_15Y_N25,2017-01-06,107.44
AUD_1M_15Y_N25,2017-01-09,107.6
AUD_1M_15Y_N25,2017-01-10,105.66
AUD_1M_15Y_N25,2017-01-11,108.85
AUD_1M_15Y_N25,2017-01-12,105.65
AUD_1M_15Y_N25,2017-01-13,105.37
AUD_1M_15Y_N25,2017-01-16,97.16
AUD_1M_15Y_N25,2017-01-17,94.69
AUD_1M_15Y_N25,2017-01-18,96.02
AUD_1M_15Y_N25,2017-01-19,101.99
AUD_1M_15Y_N25,2017-01-20,101.32
AUD_1M_15Y_N50,2017-01-03,116.32
AUD_1M_15Y_N50,2017-01-04,122.83
AUD_1M_15Y_N50,2017-01-05,121.85
AUD_1M_15Y_N50,2017-01-06,119.21
AUD_1M_15Y_N50,2017-01-09,119.69
AUD_1M_15Y_N50,2017-01-10,114.77
AUD_1M_15Y_N50,2017-01-11,118.41
AUD_1M_15Y_N50,2017-01-12,116.57
AUD_1M_15Y_N50,2017-01-13,116.11
AUD_1M_15Y_N50,2017-01-16,109.13
AUD_1M_15Y_N50,2017-01-17,103.17
AUD_1M_15Y_N50,2017-01-18,105.4
AUD_1M_15Y_N50,2017-01-19,114.4
AUD_1M_15Y_N50,2017-01-20,113.76
AUD_1M_15Y_P100,2017-01-03,114.12
AUD_1M_15Y_P100,2017-01-04,41.86
AUD_1M_15Y_P100,2017-01-05,119.73
AUD_1M_15Y_P100,2017-01-06,116.27
AUD_1M_15Y_P100,2017-01-09,118.47
AUD_1M_15Y_P100,2017-01-10,108.86
AUD_1M_15Y_P100,2017-01-11,28.07
AUD_1M_15Y_P100,2017-01-12,118.22
AUD_1M_15Y_P100,2017-01-13,118.81
AUD_1M_15Y_P100,2017-01-16,112.94
AUD_1M_15Y_P100,2017-01-17,101.1
AUD_1M_15Y_P100,2017-01-18,68.56
AUD_1M_15Y_P100,2017-01-19,116.24
AUD_1M_15Y_P100,2017-01-20,114.8
AUD_1M_15Y_P150,2017-01-03,133.41
AUD_1M_15Y_P150,2017-01-04,22.1
AUD_1M_15Y_P150,2017-01-05,142.58
AUD_1M_15Y_P150,2017-01-06,139.44
AUD_1M_15Y_P150,2017-01-09,142.54
AUD_1M_15Y_P150,2017-01-10,127.1
AUD_1M_15Y_P150,2017-01-11,21.59
AUD_1M_15Y_P150,2017-01-12,141.46
AUD_1M_15Y_P150,2017-01-13,142.08
AUD_1M_15Y_P150,2017-01-16,137.39
AUD_1M_15Y_P150,2017-01-17,119.0
AUD_1M_15Y_P150,2017-01-18,77.38
AUD_1M_15Y_P150,2017-01-19,141.04
AUD_1M_15Y_P150,2017-01-20,139.36
AUD_1M_15Y_P25,2017-01-03,97.56
AUD_1M_15Y_P25,2017-01-04,92.16
AUD_1M_15Y_P25,2017-01-05,98.28
AUD_1M_15Y_P25,2017-01-06,94.1
AUD_1M_15Y_P25,2017-01-09,94.47
AUD_1M_15Y_P25,2017-01-10,94.64
AUD_1M_15Y_P25,2017-01-11,86.57
AUD_1M_15Y_P25,2017-01-12,94.76
AUD_1M_15Y_P25,2017-01-13,95.04
AUD_1M_15Y_P25,2017-01-16,85.77
AUD_1M_15Y_P25,2017-01-17,85.33
AUD_1M_15Y_P25,2017-01-18,77.29
AUD_1M_15Y_P25,2017-01-19,89.51
AUD_1M_15Y_P25,2017-01-20,88.51
AUD_1M_15Y_P50,2017-01-03,99.74
AUD_1M_15Y_P50,2017-01-04,79.29
AUD_1M_15Y_P50,2017-01-05,101.53
AUD_1M_15Y_P50,2017-01-06,97.5
AUD_1M_15Y_P50,2017-01-09,98.52
AUD_1M_15Y_P50,2017-01-10,95.89
AUD_1M_15Y_P50,2017-01-11,72.96
AUD_1M_15Y_P50,2017-01-12,98.98
AUD_1M_15Y_P50,2017-01-13,99.45
AUD_1M_15Y_P50,2017-01-16,91.41
AUD_1M_15Y_P50,2017-01-17,87.47
AUD_1M_15Y_P50,2017-01-18,70.21
AUD_1M_15Y_P50,2017-01-19,94.75
AUD_1M_15Y_P50,2017-01-20,93.57
AUD_1M_1Y_AM,2017-01-03,35.78
AUD_1M_1Y_AM,2017-01-04,35.83
AUD_1M_1Y_AM,2017-01-05,35.72
AUD_1M_1Y_AM,2017-01-06,34.85
AUD_1M_1Y_AM,2017-01-09,34.73
AUD_1M_1Y_AM,2017-01-10,34.79
AUD_1M_1Y_AM,2017-01-11,33.68
AUD_1M_1Y_AM,2017-01-12,32.85
AUD_1M_1Y_AM,2017-01-13,32.67
AUD_1M_1Y_AM,2017-01-16,31.95
AUD_1M_1Y_AM,2017-01-17,31.83
AUD_1M_1Y_AM,2017-01-18,30.96
AUD_1M_1Y_AM,2017-01-19,31.86
AUD_1M_1Y_AM,2017-01-20,31.94
AUD_1M_1Y_N100,2017-01-03,48.79
AUD_1M_1Y_N100,2017-01-04,36.1
AUD_1M_1Y_N100,2017-01-05,54.07
AUD_1M_1Y_N100,2017-01-06,53.29
AUD_1M_1Y_N100,2017-01-09,54.35
AUD_1M_1Y_N100,2017-01-10,49.41
AUD_1M_1Y_N100,2017-01-11,33.71
AUD_1M_1Y_N100,2017-01-12,51.22
AUD_1M_1Y_N100,2017-01-13,50.51
AUD_1M_1Y_N100,2017-01-16,51.32
AUD_1M_1Y_N100,2017-01-17,46.19
AUD_1M_1Y_N100,2017-01-18,28.74
AUD_1M_1Y_N100,2017-01-19,50.98
AUD_1M_1Y_N100,2017-01-20,51.08
AUD_1M_1Y_N150,2017-01-03,53.74
AUD_1M_1Y_N150,2017-01-04,36.96
AUD_1M_1Y_N150,2017-01-05,60.8
AUD_1M_1Y_N150,2017-01-06,59.96
AUD_1M_1Y_N150,2017-01-09,61.53
AUD_1M_1Y_N150,2017-01-10,54.4
AUD_1M_1Y_N150,2017-01-11,34.24
AUD_1M_1Y_N150,2017-01-12,57.91
